id,category,type,question,answer,dummy1,dummy2,dummy3,explanation
728,小6国語（語彙）,choice,文章を書くとき。前のセリフと後ろのセリフの意見が真逆（はんたい）のメッセージになるときに使う便利なつなぎ言葉はどれ？,しかし（だが）,だから,つまり,そして,前の話をバサッとひっくり返す接続詞！『一生懸命勉強した。しかし不合格だった。』のようにドラマチックな展開を作るよ
729,小6国語（語彙）,choice,文章を書くとき。前の文の理由や原因をカチッと受けて後ろの文でその結果を伝えるときに使うつなぎ言葉はどれ？,したがって（だから）,あるいは,なぜなら,たとえば,原因➔結果を繋ぐハイウェイの言葉！『雨が降った。したがって試合は中止になった。』のように論理的な文章になるよ
730,小6国語（語彙）,choice,文章のなかで。前の文の内容を別のわかりやすい言葉で言い換えたり一言でまとめたりするときに使うつなぎ言葉はどれ？,つまり（要するに）,しかし,または,ちなみに,長い説明をキュッとコンパクトにする魔法の接続詞！『125かける8は1000だ。つまり一瞬で計算できる。』のように使うんだ
731,小6社会（歴史）,choice,縄文時代の人々が食べ終わった貝殻や魚の骨などを一箇所に捨てていた大昔のゴミ箱であり現代のタイムカプセルの場所は何？,貝塚（かいづか）,ゴミ箱,古墳,遺跡,ゴミだけど大昔の人が何を食べて生きていたかを教えてくれる超一級の歴史データ！東京の『大森貝塚』が歴史で一番有名だよ
732,小6社会（歴史）,choice,邪馬台国（やまたいこく）のミステリアスな女王で中国の魏という国に使者を送って親魏倭王（しんぎわおう）の金印をもらった人物は誰？,卑弥呼（ひみこ）,持統天皇,紫式部,北条政子,おまじないや占いの特殊能力を使って国をピシッとまとめていたとされるよ！彼女の大きなお墓がどこのあるかは今も謎なんだ
733,小6社会（歴史）,choice,飛鳥時代に中大兄皇子と中臣鎌足がタッグを組んで政治を独占していた蘇我氏を倒して始めた国のウルトラ大改革を何という？,大化の改新（たいかのかいしん）,大政奉還,明治維新,承久の乱,ここから日本の元号（大化など）がスタートしたよ！天皇を中心としたカチッとした新しい国づくりを目指したんだ
734,小6社会（歴史）,choice,平安時代のきらびやかな京都の宮廷を舞台にして世界最古の長編小説である源氏物語を華麗に書き上げた天才女性作家は誰？,紫式部（むらさきしきぶ）,清少納言,小野小町,樋口一葉,今の時代のアニメやドラマの元祖！イケメンの光源氏（ひかるげんじ）を主人公にした超大作ストーリーを書いて大ヒットした
735,小6社会（歴史）,choice,平安時代の京都の宮廷で自分の身の回りの面白いことや自然の美しさを春はあけぼのというエッセイ枕草子にまとめた女性は誰？,清少納言（せいしょうなごん）,紫式部,与謝野晶子,持統天皇,紫式部とはライバル関係！『夏は夜がおもしろい！冬は朝が寒くて最高！』みたいに自分の好きなものをテンポよく語ったエッセイだ
736,小6社会（歴史）,choice,鎌倉時代に日本を自分のなわばりにしようと海を渡って2回も大軍で攻めてきた最強のモンゴル帝国の襲来のことを何という？,元寇（げんこう）または蒙古襲来,応仁の乱,承久の乱,文禄の役,文永の役（ぶんえい）と弘安の役（こうあん）の2回！鎌倉武士たちが命がけで戦い 偶然激しい台風（神風）が吹いて守り切った
737,小6社会（歴史）,choice,室町時代の終わりに京都の街を11年間も燃やし尽くし日本中を戦国大名だらけの戦国時代へと突入させた大ゲンカの内乱は何？,応仁の乱（おうにんのらん）,大化の改新,本能寺の変,戊辰戦争,将軍の後継者を誰にするかで親戚一同が大ゲンカ！京都の街がすっかり焼け野原になっちゃった歴史のターニングポイントだ
738,小6社会（歴史）,choice,安土桃山時代にキリスト教を日本に初めて伝えるために鹿児島県にやってきたおでこの形がとても特徴的なイエズス会の宣教師は誰？,フランシスコ・ザビエル,ペリー,マゼラン,コロンブス,日本人に分かりやすくキリストの教えを伝えるために 漢字や日本語の辞書を作ったり南蛮の珍しいお土産を大名に配ったよ
739,小6社会（歴史）,choice,江戸幕府を開いた徳川家康。彼が大名たちに対して勝手にお城を直してはならぬ、許可なく結婚してはならぬと厳しく定めた法律は何？,武家諸法度（ぶけしょはっと）,御成敗式目,十七条の憲法,生類憐れみの令,違反した大名はお家取り潰し（クビ）にされる恐怖のルール！これによって大名たちは幕府に絶対に逆らえなくなったんだ
740,小6社会（歴史）,choice,明治時代の初めに近代国家になるために江戸時代の大名の領地（藩）を完全に廃止して新しく国の直轄の県を置いた大改革は何？,廃藩置県（はいはんちけん）,版籍奉還,地租改正,大政奉還,日本中の藩を一瞬で消し去って東京から知事を派遣したよ！武士の時代が完全に終わりを告げた明治の超ウルトラ大事件だ
